pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
41154	DB01275|DB15823	DB01275	DB15823	test	training	test	1
41155	DB00581|DB01275	DB01275	DB00581	test	training	test	1
41156	DB00650|DB01275	DB01275	DB00650	test	validation	test	1
41157	DB01235|DB01275	DB01275	DB01235	test	training	test	1
41158	DB00281|DB01275	DB01275	DB00281	test	training	test	1
41159	DB01275|DB11357	DB01275	DB11357	test	training	test	1
41160	DB00836|DB01275	DB01275	DB00836	test	training	test	1
41161	DB00186|DB01275	DB01275	DB00186	test	training	test	1
41162	DB00227|DB01275	DB01275	DB00227	test	training	test	1
41163	DB01275|DB14513	DB01275	DB14513	test	test	test	2
41164	DB01275|DB09104	DB01275	DB09104	test	training	test	1
41165	DB01275|DB01377	DB01275	DB01377	test	training	test	1
41166	DB00742|DB01275	DB01275	DB00742	test	test	test	2
41167	DB00737|DB01275	DB01275	DB00737	test	training	test	1
41168	DB01065|DB01275	DB01275	DB01065	test	test	test	2
41169	DB01042|DB01275	DB01275	DB01042	test	training	test	1
41170	DB01043|DB01275	DB01275	DB01043	test	test	test	2
41171	DB00454|DB01275	DB01275	DB00454	test	training	test	1
41172	DB00331|DB01275	DB01275	DB00331	test	test	test	2
41173	DB00333|DB01275	DB01275	DB00333	test	training	test	1
41174	DB00423|DB01275	DB01275	DB00423	test	test	test	2
41175	DB00563|DB01275	DB01275	DB00563	test	test	test	2
41176	DB00959|DB01275	DB01275	DB00959	test	training	test	1
41177	DB01233|DB01275	DB01275	DB01233	test	test	test	2
41178	DB00524|DB01275	DB01275	DB00524	test	training	test	1
41179	DB00264|DB01275	DB01275	DB00264	test	training	test	1
41180	DB00916|DB01275	DB01275	DB00916	test	training	test	1
41181	DB00683|DB01275	DB01275	DB00683	test	test	test	2
41182	DB01017|DB01275	DB01275	DB01017	test	training	test	1
41183	DB00350|DB01275	DB01275	DB00350	test	training	test	1
41184	DB00295|DB01275	DB01275	DB00295	test	training	test	1
41185	DB00332|DB01275	DB01275	DB00332	test	test	test	2
41186	DB00788|DB01275	DB01275	DB00788	test	test	test	2
41187	DB00627|DB01275	DB01275	DB00627	test	validation	test	1
41188	DB00622|DB01275	DB01275	DB00622	test	training	test	1
41189	DB01115|DB01275	DB01275	DB01115	test	test	test	2
41190	DB00401|DB01275	DB01275	DB00401	test	validation	test	1
41191	DB00325|DB01275	DB01275	DB00325	test	training	test	1
41192	DB00368|DB01275	DB01275	DB00368	test	training	test	1
41193	DB00540|DB01275	DB01275	DB00540	test	training	test	1
41194	DB00646|DB01275	DB01275	DB00646	test	training	test	1
41195	DB00338|DB01275	DB01275	DB00338	test	training	test	1
41196	DB00816|DB01275	DB01275	DB00816	test	training	test	1
41197	DB00842|DB01275	DB01275	DB00842	test	training	test	1
41198	DB00497|DB01275	DB01275	DB00497	test	training	test	1
41199	DB01275|DB09140	DB01275	DB09140	test	training	test	1
41200	DB00107|DB01275	DB01275	DB00107	test	training	test	1
41201	DB01275|DB01337	DB01275	DB01337	test	training	test	1
41202	DB01113|DB01275	DB01275	DB01113	test	test	test	2
41203	DB00738|DB01275	DB01275	DB00738	test	test	test	2
41204	DB00806|DB01275	DB01275	DB00806	test	test	test	2
41205	DB01174|DB01275	DB01275	DB01174	test	training	test	1
41206	DB00388|DB01275	DB01275	DB00388	test	training	test	1
41207	DB00252|DB01275	DB01275	DB00252	test	training	test	1
41208	DB01022|DB01275	DB01275	DB01022	test	training	test	1
41209	DB00009|DB01275	DB01275	DB00009	test	training	test	1
41210	DB01275|DB14500	DB01275	DB14500	test	training	test	1
41211	DB00761|DB01275	DB01275	DB00761	test	validation	test	1
41212	DB00457|DB01275	DB01275	DB00457	test	training	test	1
41213	DB00860|DB01275	DB01275	DB00860	test	training	test	1
41214	DB00635|DB01275	DB01275	DB00635	test	test	test	2
41215	DB01032|DB01275	DB01275	DB01032	test	training	test	1
41216	DB01039|DB01275	DB01275	DB01039	test	training	test	1
41217	DB00433|DB01275	DB01275	DB00433	test	test	test	2
41218	DB01069|DB01275	DB01275	DB01069	test	training	test	1
41219	DB01182|DB01275	DB01275	DB01182	test	validation	test	1
41220	DB00818|DB01275	DB01275	DB00818	test	training	test	1
41221	DB00647|DB01275	DB01275	DB00647	test	training	test	1
41222	DB00571|DB01275	DB01275	DB00571	test	validation	test	1
41223	DB01275|DB09141	DB01275	DB09141	test	training	test	1
41224	DB00852|DB01275	DB01275	DB00852	test	training	test	1
41225	DB00468|DB01275	DB01275	DB00468	test	validation	test	1
41226	DB00863|DB01275	DB01275	DB00863	test	training	test	1
41227	DB00811|DB01275	DB01275	DB00811	test	training	test	1
41228	DB01045|DB01275	DB01275	DB01045	test	validation	test	1
41229	DB00867|DB01275	DB01275	DB00867	test	training	test	1
41230	DB00795|DB01275	DB01275	DB00795	test	training	test	1
41231	DB01275|DB09512	DB01275	DB09512	test	training	test	1
41232	DB01275|DB09153	DB01275	DB09153	test	validation	test	1
41233	DB01275|DB09072	DB01275	DB09072	test	training	test	1
41234	DB00489|DB01275	DB01275	DB00489	test	training	test	1
41235	DB00421|DB01275	DB01275	DB00421	test	training	test	1
41236	DB00697|DB01275	DB01275	DB00697	test	training	test	1
41237	DB00660|DB01275	DB01275	DB00660	test	training	test	1
41238	DB00869|DB01275	DB01275	DB00869	test	training	test	1
41239	DB01275|DB01276	DB01275	DB01276	test	training	test	1
41240	DB00334|DB01275	DB01275	DB00334	test	test	test	2
41241	DB01225|DB01275	DB01275	DB01225	test	training	test	1
41242	DB01275|DB06779	DB01275	DB06779	test	test	test	2
41243	DB00688|DB01275	DB01275	DB00688	test	test	test	2
41244	DB01275|DB01409	DB01275	DB01409	test	training	test	1
41245	DB00177|DB01275	DB01275	DB00177	test	training	test	1
41246	DB01275|DB01339	DB01275	DB01339	test	training	test	1
41247	DB00268|DB01275	DB01275	DB00268	test	test	test	2
41248	DB00476|DB01275	DB01275	DB00476	test	training	test	1
41249	DB00912|DB01275	DB01275	DB00912	test	training	test	1
41250	DB00966|DB01275	DB01275	DB00966	test	test	test	2
41251	DB00577|DB01275	DB01275	DB00577	test	training	test	1
41252	DB00910|DB01275	DB01275	DB00910	test	test	test	2
41253	DB00559|DB01275	DB01275	DB00559	test	test	test	2
41254	DB00060|DB01275	DB01275	DB00060	test	training	test	1
41255	DB00706|DB01275	DB01275	DB00706	test	validation	test	1
41256	DB01275|DB11089	DB01275	DB11089	test	training	test	1
41257	DB01137|DB01275	DB01275	DB01137	test	training	test	1
41258	DB01029|DB01275	DB01275	DB01029	test	training	test	1
41259	DB00412|DB01275	DB01275	DB00412	test	training	test	1
41260	DB01217|DB01275	DB01275	DB01217	test	validation	test	1
41261	DB00503|DB01275	DB01275	DB00503	test	validation	test	1
41262	DB00950|DB01275	DB01275	DB00950	test	training	test	1
41263	DB00471|DB01275	DB01275	DB00471	test	training	test	1
41264	DB01238|DB01275	DB01275	DB01238	test	training	test	1
41265	DB01273|DB01275	DB01275	DB01273	test	training	test	1
41266	DB01257|DB01275	DB01275	DB01257	test	training	test	1
41267	DB01261|DB01275	DB01275	DB01261	test	training	test	1
41268	DB01270|DB01275	DB01275	DB01270	test	test	test	2
41269	DB01275|DB01609	DB01275	DB01609	test	training	test	1
41270	DB01275|DB06700	DB01275	DB06700	test	validation	test	1
41271	DB00413|DB01275	DB01275	DB00413	test	training	test	1
41272	DB01275|DB06702	DB01275	DB06702	test	training	test	1
41273	DB01275|DB05351	DB01275	DB05351	test	test	test	2
41274	DB00062|DB01275	DB01275	DB00062	test	training	test	1
41275	DB01275|DB06643	DB01275	DB06643	test	test	test	2
41276	DB01275|DB06688	DB01275	DB06688	test	test	test	2
41277	DB00513|DB00999	DB00999	DB00513	test	training	test	1
41278	DB00404|DB00999	DB00999	DB00404	test	training	test	1
41279	DB00770|DB00999	DB00999	DB00770	test	test	test	2
41280	DB00915|DB00999	DB00999	DB00915	test	training	test	1
41281	DB00999|DB06742	DB00999	DB06742	test	training	test	1
41282	DB00479|DB00999	DB00999	DB00479	test	test	test	2
41283	DB00594|DB00999	DB00999	DB00594	test	test	test	2
41284	DB00999|DB01223	DB00999	DB01223	test	test	test	2
41285	DB00999|DB01118	DB00999	DB01118	test	test	test	2
41286	DB00321|DB00999	DB00999	DB00321	test	validation	test	1
41287	DB00182|DB00999	DB00999	DB00182	test	training	test	1
41288	DB00956|DB00999	DB00999	DB00956	test	training	test	1
41289	DB00741|DB00999	DB00999	DB00741	test	validation	test	1
41290	DB00999|DB09526	DB00999	DB09526	test	test	test	2
41291	DB00999|DB01611	DB00999	DB01611	test	training	test	1
41292	DB00999|DB01005	DB00999	DB01005	test	training	test	1
41293	DB00557|DB00999	DB00999	DB00557	test	training	test	1
41294	DB00999|DB01050	DB00999	DB01050	test	training	test	1
41295	DB00458|DB00999	DB00999	DB00458	test	training	test	1
41296	DB00808|DB00999	DB00999	DB00808	test	training	test	1
41297	DB00328|DB00999	DB00999	DB00328	test	training	test	1
41298	DB00105|DB00999	DB00999	DB00105	test	training	test	1
41299	DB00999|DB05382	DB00999	DB05382	test	test	test	2
41300	DB00999|DB01362	DB00999	DB01362	test	training	test	1
41301	DB00999|DB08947	DB00999	DB08947	test	test	test	2
41302	DB00753|DB00999	DB00999	DB00753	test	training	test	1
41303	DB00951|DB00999	DB00999	DB00951	test	test	test	2
41304	DB00999|DB09401	DB00999	DB09401	test	test	test	2
41305	DB00883|DB00999	DB00999	DB00883	test	test	test	2
41306	DB00982|DB00999	DB00999	DB00982	test	training	test	1
41307	DB00999|DB01221	DB00999	DB01221	test	test	test	2
41308	DB00999|DB01026	DB00999	DB01026	test	training	test	1
41309	DB00999|DB01009	DB00999	DB01009	test	training	test	1
41310	DB00920|DB00999	DB00999	DB00920	test	training	test	1
41311	DB00598|DB00999	DB00999	DB00598	test	training	test	1
41312	DB00999|DB15823	DB00999	DB15823	test	training	test	1
41313	DB00581|DB00999	DB00999	DB00581	test	training	test	1
41314	DB00650|DB00999	DB00999	DB00650	test	validation	test	1
41315	DB00367|DB00999	DB00999	DB00367	test	training	test	1
41316	DB00999|DB01235	DB00999	DB01235	test	training	test	1
41317	DB00281|DB00999	DB00999	DB00281	test	training	test	1
41318	DB00999|DB11357	DB00999	DB11357	test	training	test	1
41319	DB00836|DB00999	DB00999	DB00836	test	training	test	1
41320	DB00186|DB00999	DB00999	DB00186	test	training	test	1
41321	DB00227|DB00999	DB00999	DB00227	test	training	test	1
41322	DB00408|DB00999	DB00999	DB00408	test	training	test	1
41323	DB00123|DB00999	DB00999	DB00123	test	training	test	1
41324	DB00999|DB14513	DB00999	DB14513	test	test	test	2
41325	DB00999|DB09104	DB00999	DB09104	test	training	test	1
41326	DB00999|DB01377	DB00999	DB01377	test	training	test	1
41327	DB00742|DB00999	DB00999	DB00742	test	test	test	2
41328	DB00934|DB00999	DB00999	DB00934	test	training	test	1
41329	DB00737|DB00999	DB00999	DB00737	test	training	test	1
41330	DB00999|DB01065	DB00999	DB01065	test	test	test	2
41331	DB00999|DB01042	DB00999	DB01042	test	training	test	1
41332	DB00999|DB01043	DB00999	DB01043	test	test	test	2
41333	DB00454|DB00999	DB00999	DB00454	test	training	test	1
41334	DB00371|DB00999	DB00999	DB00371	test	test	test	2
41335	DB00331|DB00999	DB00999	DB00331	test	test	test	2
41336	DB00333|DB00999	DB00999	DB00333	test	training	test	1
41337	DB00999|DB06799	DB00999	DB06799	test	test	test	2
41338	DB00763|DB00999	DB00999	DB00763	test	training	test	1
41339	DB00423|DB00999	DB00999	DB00423	test	test	test	2
41340	DB00563|DB00999	DB00999	DB00563	test	test	test	2
41341	DB00999|DB11228	DB00999	DB11228	test	training	test	1
41342	DB00422|DB00999	DB00999	DB00422	test	training	test	1
41343	DB00959|DB00999	DB00999	DB00959	test	training	test	1
41344	DB00999|DB01233	DB00999	DB01233	test	test	test	2
41345	DB00524|DB00999	DB00999	DB00524	test	training	test	1
41346	DB00264|DB00999	DB00999	DB00264	test	training	test	1
41347	DB00916|DB00999	DB00999	DB00916	test	training	test	1
41348	DB00999|DB06148	DB00999	DB06148	test	training	test	1
41349	DB00999|DB01110	DB00999	DB01110	test	test	test	2
41350	DB00683|DB00999	DB00999	DB00683	test	test	test	2
41351	DB00211|DB00999	DB00999	DB00211	test	training	test	1
41352	DB00834|DB00999	DB00999	DB00834	test	training	test	1
41353	DB00999|DB01017	DB00999	DB01017	test	training	test	1
41354	DB00350|DB00999	DB00999	DB00350	test	training	test	1
41355	DB00999|DB01204	DB00999	DB01204	test	test	test	2
41356	DB00999|DB09282	DB00999	DB09282	test	training	test	1
41357	DB00295|DB00999	DB00999	DB00295	test	training	test	1
41358	DB00332|DB00999	DB00999	DB00332	test	test	test	2
41359	DB00999|DB01203	DB00999	DB01203	test	validation	test	1
41360	DB00999|DB13588	DB00999	DB13588	test	training	test	1
41361	DB00999|DB01183	DB00999	DB01183	test	training	test	1
41362	DB00704|DB00999	DB00999	DB00704	test	training	test	1
41363	DB00788|DB00999	DB00999	DB00788	test	test	test	2
41364	DB00999|DB12293	DB00999	DB12293	test	training	test	1
41365	DB00994|DB00999	DB00999	DB00994	test	training	test	1
41366	DB00999|DB01400	DB00999	DB01400	test	validation	test	1
41367	DB00627|DB00999	DB00999	DB00627	test	validation	test	1
41368	DB00622|DB00999	DB00999	DB00622	test	training	test	1
41369	DB00699|DB00999	DB00999	DB00699	test	training	test	1
41370	DB00999|DB01115	DB00999	DB01115	test	test	test	2
41371	DB00393|DB00999	DB00999	DB00393	test	test	test	2
41372	DB00401|DB00999	DB00999	DB00401	test	validation	test	1
41373	DB00999|DB01054	DB00999	DB01054	test	test	test	2
41374	DB00325|DB00999	DB00999	DB00325	test	training	test	1
41375	DB00368|DB00999	DB00999	DB00368	test	training	test	1
41376	DB00717|DB00999	DB00999	DB00717	test	training	test	1
41377	DB00999|DB01059	DB00999	DB01059	test	training	test	1
41378	DB00540|DB00999	DB00999	DB00540	test	training	test	1
41379	DB00646|DB00999	DB00999	DB00646	test	training	test	1
41380	DB00104|DB00999	DB00999	DB00104	test	training	test	1
41381	DB00999|DB01165	DB00999	DB01165	test	training	test	1
41382	DB00338|DB00999	DB00999	DB00338	test	training	test	1
41383	DB00999|DB12930	DB00999	DB12930	test	validation	test	1
41384	DB00999|DB11130	DB00999	DB11130	test	test	test	2
41385	DB00816|DB00999	DB00999	DB00816	test	training	test	1
41386	DB00999|DB01173	DB00999	DB01173	test	training	test	1
41387	DB00842|DB00999	DB00999	DB00842	test	training	test	1
41388	DB00497|DB00999	DB00999	DB00497	test	training	test	1
41389	DB00999|DB09140	DB00999	DB09140	test	training	test	1
41390	DB00935|DB00999	DB00999	DB00935	test	training	test	1
41391	DB00999|DB01192	DB00999	DB01192	test	validation	test	1
41392	DB00107|DB00999	DB00999	DB00107	test	training	test	1
41393	DB00999|DB01337	DB00999	DB01337	test	training	test	1
41394	DB00999|DB01113	DB00999	DB01113	test	test	test	2
41395	DB00417|DB00999	DB00999	DB00417	test	test	test	2
41396	DB00738|DB00999	DB00999	DB00738	test	test	test	2
41397	DB00652|DB00999	DB00999	DB00652	test	training	test	1
41398	DB00806|DB00999	DB00999	DB00806	test	test	test	2
41399	DB00999|DB12710	DB00999	DB12710	test	training	test	1
41400	DB00850|DB00999	DB00999	DB00850	test	test	test	2
41401	DB00999|DB11058	DB00999	DB11058	test	validation	test	1
41402	DB00999|DB01438	DB00999	DB01438	test	training	test	1
41403	DB00780|DB00999	DB00999	DB00780	test	training	test	1
41404	DB00999|DB01174	DB00999	DB01174	test	training	test	1
41405	DB00946|DB00999	DB00999	DB00946	test	training	test	1
41406	DB00388|DB00999	DB00999	DB00388	test	training	test	1
41407	DB00252|DB00999	DB00999	DB00252	test	training	test	1
41408	DB00999|DB12944	DB00999	DB12944	test	training	test	1
41409	DB00999|DB15834	DB00999	DB15834	test	training	test	1
41410	DB00999|DB01022	DB00999	DB01022	test	training	test	1
41411	DB00999|DB01085	DB00999	DB01085	test	training	test	1
41412	DB00960|DB00999	DB00999	DB00960	test	test	test	2
41413	DB00999|DB09210	DB00999	DB09210	test	training	test	1
41414	DB00554|DB00999	DB00999	DB00554	test	test	test	2
41415	DB00009|DB00999	DB00999	DB00009	test	training	test	1
41416	DB00999|DB11077	DB00999	DB11077	test	validation	test	1
41417	DB00999|DB14500	DB00999	DB14500	test	training	test	1
41418	DB00761|DB00999	DB00999	DB00761	test	validation	test	1
41419	DB00999|DB06812	DB00999	DB06812	test	training	test	1
41420	DB00457|DB00999	DB00999	DB00457	test	training	test	1
41421	DB00860|DB00999	DB00999	DB00860	test	training	test	1
41422	DB00635|DB00999	DB00999	DB00635	test	test	test	2
41423	DB00750|DB00999	DB00999	DB00750	test	training	test	1
41424	DB00794|DB00999	DB00999	DB00794	test	training	test	1
41425	DB00999|DB01032	DB00999	DB01032	test	training	test	1
41426	DB00999|DB01039	DB00999	DB01039	test	training	test	1
41427	DB00433|DB00999	DB00999	DB00433	test	test	test	2
